Week;Day;Steps
800;Tuesday;9393
800;Wednesday;5421
800;Thursday;6440
800;Friday;9361
800;Saturday;6761
800;Sunday;8593
801;Monday;5682
801;Tuesday;8645
801;Wednesday;9751
801;Thursday;6003
801;Friday;7415
801;Saturday;6642
801;Sunday;6834
802;Monday;5543
802;Tuesday;7327
802;Wednesday;6433
802;Thursday;6405
802;Friday;6198
802;Saturday;8794
802;Sunday;6294
803;Monday;7523
803;Tuesday;6582
803;Wednesday;9731
803;Thursday;8741
803;Friday;7975
803;Saturday;9829
803;Sunday;9013
804;Monday;9976
804;Tuesday;6765
804;Wednesday;8837
804;Thursday;8888
804;Friday;9489
804;Saturday;5906
804;Sunday;6867
805;Monday;9852
805;Tuesday;5638
805;Wednesday;8850
805;Thursday;8676
805;Friday;5318
805;Saturday;8012
805;Sunday;5996
806;Monday;7198
806;Tuesday;5251
806;Wednesday;6604
806;Thursday;6919
806;Friday;7909
806;Saturday;5452
806;Sunday;5918
807;Monday;7018
807;Tuesday;5503
807;Wednesday;5400
807;Thursday;5618
807;Friday;6324
807;Saturday;5210
807;Sunday;5610
808;Monday;8085
808;Tuesday;7035
808;Wednesday;6956
808;Thursday;7707
808;Friday;8029
808;Saturday;6612
808;Sunday;8118
809;Monday;6227
809;Tuesday;9242
809;Wednesday;9857
809;Thursday;6429
809;Friday;7053
809;Saturday;5024
809;Sunday;5869
810;Monday;6144
810;Tuesday;9037
810;Wednesday;9777
810;Thursday;5911
810;Friday;5285
810;Saturday;9064
810;Sunday;7691
811;Monday;7351
811;Tuesday;5444
811;Wednesday;9646
811;Thursday;8806
811;Friday;5287
811;Saturday;6285
811;Sunday;5691
812;Monday;6614
812;Tuesday;7165
812;Wednesday;7286
812;Thursday;7767
812;Friday;7770
812;Saturday;8194
812;Sunday;9866
813;Monday;7226
813;Tuesday;8252
813;Wednesday;9006
813;Thursday;5656
813;Friday;6448
813;Saturday;6940
813;Sunday;8759
814;Monday;5045
814;Tuesday;7095
814;Wednesday;9638
814;Thursday;8001
814;Friday;9456
814;Saturday;9986
814;Sunday;9476
815;Monday;9489
815;Tuesday;5924
815;Wednesday;7558
815;Thursday;6821
815;Friday;5608
815;Saturday;8389
815;Sunday;9335
816;Monday;7959
816;Tuesday;8910
816;Wednesday;8553
816;Thursday;6396
816;Friday;7683
816;Saturday;9858
816;Sunday;6499
817;Monday;8145
817;Tuesday;8371
817;Wednesday;7616
817;Thursday;9868
817;Friday;7140
817;Saturday;7547
817;Sunday;5188
818;Monday;6372
818;Tuesday;7373
818;Wednesday;7446
818;Thursday;5667
818;Friday;9542
818;Saturday;9341
818;Sunday;6693
819;Monday;8918
819;Tuesday;7670
819;Wednesday;9865
819;Thursday;7384
819;Friday;6210
819;Saturday;5022
819;Sunday;5943
820;Monday;8774
820;Tuesday;5173
820;Wednesday;6884
820;Thursday;9540
820;Friday;5295
820;Saturday;9970
820;Sunday;5156
821;Monday;7729
821;Tuesday;8645
821;Wednesday;7659
821;Thursday;9429
821;Friday;8114
821;Saturday;6262
821;Sunday;5897
822;Monday;6494
822;Tuesday;7864
822;Wednesday;9854
822;Thursday;6410
822;Friday;5531
822;Saturday;7648
822;Sunday;9386
823;Monday;5326
823;Tuesday;6275
823;Wednesday;6405
823;Thursday;9937
823;Friday;6632
823;Saturday;7244
823;Sunday;9724
824;Monday;8076
824;Tuesday;6788
824;Wednesday;6782
824;Thursday;9371
824;Friday;6896
824;Saturday;5371
824;Sunday;5537
825;Monday;6325
825;Tuesday;9797
825;Wednesday;9149
825;Thursday;8825
825;Friday;5613
825;Saturday;9798
825;Sunday;5343
826;Monday;7404
826;Tuesday;5600
826;Wednesday;9213
826;Thursday;5696
826;Friday;6791
826;Saturday;7469
826;Sunday;9169
827;Monday;8987
827;Tuesday;5581
827;Wednesday;9765
827;Thursday;5465
827;Friday;8827
827;Saturday;7786
827;Sunday;5287
828;Monday;5767
828;Tuesday;8314
828;Wednesday;6702
828;Thursday;7345
828;Friday;8803
828;Saturday;9135
828;Sunday;5872
829;Monday;7963
829;Tuesday;6693
829;Wednesday;9036
829;Thursday;5057
829;Friday;8303
829;Saturday;8779
829;Sunday;5971
830;Monday;5683
830;Tuesday;9765
830;Wednesday;8252
830;Thursday;5186
830;Friday;7365
830;Saturday;9652
830;Sunday;9799
831;Monday;7409
831;Tuesday;7355
831;Wednesday;6049
831;Thursday;5153
831;Friday;6464
831;Saturday;8061
831;Sunday;9840
832;Monday;6880
832;Tuesday;5862
832;Wednesday;5841
832;Thursday;8630
832;Friday;7348
832;Saturday;8512
832;Sunday;7461
833;Monday;6844
833;Tuesday;8079
833;Wednesday;6216
833;Thursday;9457
833;Friday;9776
833;Saturday;7868
833;Sunday;5435
834;Monday;9029
834;Tuesday;9245
834;Wednesday;5492
834;Thursday;5955
834;Friday;9217
834;Saturday;9262
834;Sunday;6949
835;Monday;6410
835;Tuesday;5593
835;Wednesday;8374
835;Thursday;5409
835;Friday;5195
835;Saturday;9652
835;Sunday;6910
836;Monday;8334
836;Tuesday;6290
836;Wednesday;6446
836;Thursday;8687
836;Friday;8307
836;Saturday;6154
836;Sunday;6004
837;Monday;8360
837;Tuesday;7138
837;Wednesday;5850
837;Thursday;8048
837;Friday;8668
837;Saturday;6248
837;Sunday;5100
838;Monday;5911
838;Tuesday;7139
838;Wednesday;6310
838;Thursday;8207
838;Friday;8947
838;Saturday;6914
838;Sunday;5502
839;Monday;5642
839;Tuesday;9940
839;Wednesday;7489
839;Thursday;5205
839;Friday;7092
839;Saturday;6913
839;Sunday;6613
840;Monday;7961
840;Tuesday;7275
840;Wednesday;6730
840;Thursday;7159
840;Friday;5709
840;Saturday;6387
840;Sunday;9378
841;Monday;6102
841;Tuesday;7861
841;Wednesday;9995
841;Thursday;9849
841;Friday;5491
841;Saturday;8597
841;Sunday;7682
842;Monday;5432
842;Tuesday;8479
842;Wednesday;7019
842;Thursday;9833
842;Friday;5314
842;Saturday;6676
842;Sunday;6649
843;Monday;5102
843;Tuesday;7276
843;Wednesday;8933
843;Thursday;7210
843;Friday;9684
843;Saturday;9273
843;Sunday;6583
844;Monday;5945
844;Tuesday;9071
844;Wednesday;6679
844;Thursday;8825
844;Friday;8483
844;Saturday;6532
844;Sunday;7943
845;Monday;9389
845;Tuesday;5707
845;Wednesday;5028
845;Thursday;7643
845;Friday;7217
845;Saturday;9462
845;Sunday;9149
846;Monday;8721
846;Tuesday;9984
846;Wednesday;5299
846;Thursday;8204
846;Friday;7017
846;Saturday;7436
846;Sunday;9140
847;Monday;5123
847;Tuesday;7519
847;Wednesday;9497
847;Thursday;6096
847;Friday;8165
847;Saturday;7901
847;Sunday;8683
848;Monday;5278
848;Tuesday;5148
848;Wednesday;8579
848;Thursday;5141
848;Friday;8805
848;Saturday;5118
848;Sunday;8769
849;Monday;6634
849;Tuesday;5479
849;Wednesday;6777
849;Thursday;5589
849;Friday;9855
849;Saturday;5104
849;Sunday;7982
850;Monday;7932
850;Tuesday;8410
850;Wednesday;5529
850;Thursday;7917
850;Friday;7254
850;Saturday;8420
850;Sunday;5794
851;Monday;5462
851;Tuesday;9856
851;Wednesday;7994
851;Thursday;5942
851;Friday;6012
851;Saturday;9890
851;Sunday;7950
852;Monday;8721
852;Tuesday;9073
852;Wednesday;6688
852;Thursday;8480
852;Friday;7814
852;Saturday;7535
852;Sunday;5194
853;Monday;9840
853;Tuesday;6191
853;Wednesday;7357
853;Thursday;5069
853;Friday;7875
853;Saturday;7148
853;Sunday;7961
854;Monday;8112
854;Tuesday;6254
854;Wednesday;7098
854;Thursday;8413
854;Friday;8072
854;Saturday;7232
854;Sunday;7814
855;Monday;9885
855;Tuesday;5494
855;Wednesday;5126
855;Thursday;9338
855;Friday;9126
855;Saturday;5775
855;Sunday;7609
856;Monday;6438
856;Tuesday;7491
856;Wednesday;8817
856;Thursday;8101
856;Friday;9859
856;Saturday;8466
856;Sunday;7196
857;Monday;8317
857;Tuesday;8873
857;Wednesday;9722
857;Thursday;8951
857;Friday;7804
857;Saturday;9172
857;Sunday;9433
858;Monday;7204
858;Tuesday;9340
858;Wednesday;8601
858;Thursday;9152
858;Friday;5869
858;Saturday;8179
858;Sunday;5904
859;Monday;8504
859;Tuesday;9369
859;Wednesday;8502
859;Thursday;7667
859;Friday;8250
859;Saturday;6263
859;Sunday;6105
860;Monday;9833
860;Tuesday;5565
860;Wednesday;8596
860;Thursday;9276
860;Friday;5364
860;Saturday;7213
860;Sunday;9024
861;Monday;6547
861;Tuesday;9017
861;Wednesday;6662
861;Thursday;5461
861;Friday;7191
861;Saturday;8522
861;Sunday;6469
862;Monday;6518
862;Tuesday;5548
862;Wednesday;6025
862;Thursday;9764
862;Friday;8559
862;Saturday;8041
862;Sunday;9023
863;Monday;8346
863;Tuesday;6637
863;Wednesday;6902
863;Thursday;8305
863;Friday;7628
863;Saturday;8760
863;Sunday;8388
864;Monday;5579
864;Tuesday;8133
864;Wednesday;7982
864;Thursday;7229
864;Friday;5290
864;Saturday;5610
864;Sunday;5308
865;Monday;9817
865;Tuesday;8185
865;Wednesday;8027
865;Thursday;6772
865;Friday;7009
865;Saturday;7221
865;Sunday;6490
866;Monday;6891
866;Tuesday;8250
866;Wednesday;7175
866;Thursday;5002
866;Friday;8384
866;Saturday;5074
866;Sunday;9992
867;Monday;7284
867;Tuesday;7061
867;Wednesday;9445
867;Thursday;9994
867;Friday;9665
867;Saturday;9185
867;Sunday;5152
868;Monday;6535
868;Tuesday;8564
868;Wednesday;9697
868;Thursday;6915
868;Friday;6642
868;Saturday;8117
868;Sunday;9444
869;Monday;8004
869;Tuesday;6885
869;Wednesday;9847
869;Thursday;7418
869;Friday;8260
869;Saturday;6139
869;Sunday;7646
870;Monday;9045
870;Tuesday;6342
870;Wednesday;6076
870;Thursday;8990
870;Friday;7270
870;Saturday;6631
870;Sunday;7363
871;Monday;7859
871;Tuesday;6179
871;Wednesday;8001
871;Thursday;7219
871;Friday;7309
871;Saturday;8771
871;Sunday;9312
872;Monday;8636
872;Tuesday;8939
872;Wednesday;9014
872;Thursday;5044
872;Friday;8789
872;Saturday;7480
872;Sunday;9756
873;Monday;7055
873;Tuesday;7957
873;Wednesday;6033
873;Thursday;9709
873;Friday;8918
873;Saturday;8380
873;Sunday;7569
874;Monday;7082
874;Tuesday;7807
874;Wednesday;9169
874;Thursday;8300
874;Friday;5035
874;Saturday;5573
874;Sunday;6756
875;Monday;7620
875;Tuesday;9633
875;Wednesday;9567
875;Thursday;6130
875;Friday;7599
875;Saturday;7628
875;Sunday;8608
876;Monday;9855
876;Tuesday;6287
876;Wednesday;9234
876;Thursday;9934
876;Friday;7231
876;Saturday;7507
876;Sunday;6735
877;Monday;6485
877;Tuesday;8898
877;Wednesday;7473
877;Thursday;8229
877;Friday;7216
877;Saturday;9020
877;Sunday;9566
878;Monday;6850
878;Tuesday;5792
878;Wednesday;7854
878;Thursday;5037
878;Friday;7411
878;Saturday;6492
878;Sunday;8504
879;Monday;6148
879;Tuesday;8839
879;Wednesday;6050
879;Thursday;8663
879;Friday;9127
879;Saturday;7848
879;Sunday;8020
880;Monday;5899
880;Tuesday;7834
880;Wednesday;7098
880;Thursday;7975
880;Friday;7615
880;Saturday;7243
880;Sunday;5706
881;Monday;5775
881;Tuesday;9813
881;Wednesday;9740
881;Thursday;7383
881;Friday;8437
881;Saturday;6452
881;Sunday;8597
882;Monday;9828
882;Tuesday;7428
882;Wednesday;8469
882;Thursday;7070
882;Friday;9889
882;Saturday;8725
882;Sunday;8992
883;Monday;5621
883;Tuesday;6954
883;Wednesday;8670
883;Thursday;8532
883;Friday;6687
883;Saturday;9108
883;Sunday;6488
884;Monday;9867
884;Tuesday;7128
884;Wednesday;7015
884;Thursday;7771
884;Friday;8679
884;Saturday;5855
884;Sunday;8327
885;Monday;5736
885;Tuesday;5744
885;Wednesday;6587
885;Thursday;8090
885;Friday;5624
885;Saturday;6684
885;Sunday;7686
886;Monday;7802
886;Tuesday;5155
886;Wednesday;5953
886;Thursday;7014
886;Friday;5521
886;Saturday;6211
886;Sunday;7856
887;Monday;8192
887;Tuesday;7380
887;Wednesday;7281
887;Thursday;8209
887;Friday;5251
887;Saturday;6387
887;Sunday;7544
888;Monday;6083
888;Tuesday;5563
888;Wednesday;9311
888;Thursday;9302
888;Friday;6057
888;Saturday;7312
888;Sunday;5945
889;Monday;9698
889;Tuesday;7024
889;Wednesday;6862
889;Thursday;5513
889;Friday;8472
889;Saturday;5574
889;Sunday;8790
890;Monday;5466
890;Tuesday;8137
890;Wednesday;5964
890;Thursday;9160
890;Friday;7462
890;Saturday;8456
890;Sunday;5585
891;Monday;5982
891;Tuesday;5209
891;Wednesday;6216
891;Thursday;6462
891;Friday;5221
891;Saturday;8452
891;Sunday;8033
892;Monday;7983
892;Tuesday;5983
892;Wednesday;5308
892;Thursday;5413
892;Friday;6096
892;Saturday;6432
892;Sunday;6638
893;Monday;6903
893;Tuesday;7357
893;Wednesday;9227
893;Thursday;7379
893;Friday;6820
893;Saturday;9053
893;Sunday;8007
894;Monday;5305
894;Tuesday;9672
894;Wednesday;9042
894;Thursday;9630
894;Friday;6776
894;Saturday;9436
894;Sunday;8146
895;Monday;8372
895;Tuesday;9301
895;Wednesday;7649
895;Thursday;5067
895;Friday;9109
895;Saturday;5898
895;Sunday;9100
896;Monday;8690
896;Tuesday;8269
896;Wednesday;8866
896;Thursday;5315
896;Friday;6149
896;Saturday;7809
896;Sunday;8433
897;Monday;9818
897;Tuesday;5466
897;Wednesday;8888
897;Thursday;6067
897;Friday;7997
897;Saturday;9017
897;Sunday;9475
898;Monday;8274
898;Tuesday;7432
898;Wednesday;7217
898;Thursday;5030
898;Friday;8793
898;Saturday;6042
898;Sunday;7572
899;Monday;8993
899;Tuesday;9884
899;Wednesday;7928
899;Thursday;5880
899;Friday;8726
899;Saturday;6713
899;Sunday;5432
900;Monday;7341
900;Tuesday;5493
900;Wednesday;9899
900;Thursday;9320
900;Friday;6257
900;Saturday;5005
900;Sunday;7079
901;Monday;5150
901;Tuesday;8456
901;Wednesday;6319
901;Thursday;8702
901;Friday;8894
901;Saturday;6037
901;Sunday;9571
902;Monday;6813
902;Tuesday;7262
902;Wednesday;8257
902;Thursday;7248
902;Friday;5573
902;Saturday;5375
902;Sunday;6342
903;Monday;5576
903;Tuesday;9741
903;Wednesday;7309
903;Thursday;5146
903;Friday;9766
903;Saturday;8400
903;Sunday;7769
904;Monday;8037
904;Tuesday;9049
904;Wednesday;6643
904;Thursday;9916
904;Friday;9614
904;Saturday;7032
904;Sunday;5223
905;Monday;8447
905;Tuesday;6020
905;Wednesday;9837
905;Thursday;8701
905;Friday;7541
905;Saturday;9050
905;Sunday;5853
906;Monday;5294
906;Tuesday;7333
906;Wednesday;5660
906;Thursday;9024
906;Friday;9243
906;Saturday;6644
906;Sunday;7735
907;Monday;9710
907;Tuesday;8247
907;Wednesday;6900
907;Thursday;8708
907;Friday;9365
907;Saturday;7156
907;Sunday;8906
908;Monday;7627
908;Tuesday;7594
908;Wednesday;6316
908;Thursday;8535
908;Friday;5082
908;Saturday;7311
908;Sunday;7645
909;Monday;6001
909;Tuesday;7922
909;Wednesday;9998
909;Thursday;5701
909;Friday;7400
909;Saturday;5655
909;Sunday;8339
910;Monday;5347
910;Tuesday;7486
910;Wednesday;6476
910;Thursday;5427
910;Friday;6889
910;Saturday;9408
910;Sunday;5994
911;Monday;7892
911;Tuesday;8330
911;Wednesday;9320
911;Thursday;6984
911;Friday;7622
911;Saturday;8583
911;Sunday;7679
912;Monday;6393
912;Tuesday;9619
912;Wednesday;6909
912;Thursday;8752
912;Friday;5236
912;Saturday;8298
912;Sunday;5985
913;Monday;8579
913;Tuesday;7686
913;Wednesday;7414
913;Thursday;5167
913;Friday;9851
913;Saturday;5788
913;Sunday;8492
914;Monday;9694
914;Tuesday;7091
914;Wednesday;9927
914;Thursday;7520
914;Friday;8168
914;Saturday;7606
914;Sunday;8740
915;Monday;8625
915;Tuesday;7762
915;Wednesday;8429
915;Thursday;9072
915;Friday;9784
915;Saturday;5796
915;Sunday;5218
916;Monday;7603
916;Tuesday;6507
916;Wednesday;5024
916;Thursday;5512
916;Friday;7474
916;Saturday;8085
916;Sunday;5192
917;Monday;5528
917;Tuesday;7598
917;Wednesday;5823
917;Thursday;9801
917;Friday;9730
917;Saturday;9768
917;Sunday;7183
918;Monday;8920
918;Tuesday;9438
918;Wednesday;6863
918;Thursday;6239
918;Friday;9073
918;Saturday;9617
918;Sunday;6107
919;Monday;7935
919;Tuesday;6913
919;Wednesday;8002
919;Thursday;6873
919;Friday;9753
919;Saturday;6104
919;Sunday;6891
920;Monday;7060
920;Tuesday;7232
920;Wednesday;7329
920;Thursday;8994
920;Friday;8947
920;Saturday;8261
920;Sunday;6317
921;Monday;9223
921;Tuesday;8786
921;Wednesday;8180
921;Thursday;9471
921;Friday;6116
921;Saturday;8687
921;Sunday;7304
922;Monday;5853
922;Tuesday;5363
922;Wednesday;9485
922;Thursday;9318
922;Friday;7926
922;Saturday;9682
922;Sunday;8636
923;Monday;8071
923;Tuesday;9330
923;Wednesday;5822
923;Thursday;7422
923;Friday;5777
923;Saturday;9539
923;Sunday;5864
924;Monday;7507
924;Tuesday;9609
924;Wednesday;8344
924;Thursday;5235
924;Friday;7522
924;Saturday;6200
924;Sunday;8222
925;Monday;8811
925;Tuesday;8362
925;Wednesday;7849
925;Thursday;7490
925;Friday;6839
925;Saturday;9866
925;Sunday;7182
926;Monday;8953
926;Tuesday;9668
926;Wednesday;7693
926;Thursday;6706
926;Friday;6770
926;Saturday;5839
926;Sunday;8541
927;Monday;9415
927;Tuesday;5245
927;Wednesday;6281
927;Thursday;9733
927;Friday;9621
927;Saturday;7121
927;Sunday;7310
928;Monday;5699
928;Tuesday;5731
928;Wednesday;5940
928;Thursday;6217
928;Friday;8900
928;Saturday;9724
928;Sunday;6344
929;Monday;9012
929;Tuesday;8451
929;Wednesday;5327
929;Thursday;9945
929;Friday;7432
929;Saturday;9689
929;Sunday;7980
930;Monday;5256
930;Tuesday;6707
930;Wednesday;5313
930;Thursday;9779
930;Friday;5193
930;Saturday;6091
930;Sunday;5592
931;Monday;7889
931;Tuesday;7893
931;Wednesday;9638
931;Thursday;6295
931;Friday;9798
931;Saturday;8923
931;Sunday;6200
932;Monday;6347
932;Tuesday;8252
932;Wednesday;9325
932;Thursday;7445
932;Friday;8971
932;Saturday;7125
932;Sunday;8506
933;Monday;5096
933;Tuesday;9714
933;Wednesday;6885
933;Thursday;9132
933;Friday;6801
933;Saturday;5930
933;Sunday;6277
934;Monday;7816
934;Tuesday;9046
934;Wednesday;7982
934;Thursday;6581
934;Friday;5949
934;Saturday;5620
934;Sunday;7992
935;Monday;8148
935;Tuesday;9837
935;Wednesday;7042
935;Thursday;7049
935;Friday;6275
935;Saturday;5891
935;Sunday;6852
936;Monday;8818
936;Tuesday;9929
936;Wednesday;7243
936;Thursday;5753
936;Friday;6591
936;Saturday;8935
936;Sunday;9993
937;Monday;6349
937;Tuesday;8831
937;Wednesday;6591
937;Thursday;5313
937;Friday;7476
937;Saturday;9716
937;Sunday;7771
938;Monday;9294
938;Tuesday;7608
938;Wednesday;5621
938;Thursday;9622
938;Friday;5107
938;Saturday;9870
938;Sunday;6001
939;Monday;9393
939;Tuesday;5711
939;Wednesday;8380
939;Thursday;8445
939;Friday;6836
939;Saturday;9615
939;Sunday;9925
940;Monday;6259
940;Tuesday;9903
940;Wednesday;9438
940;Thursday;7544
940;Friday;7909
940;Saturday;9614
940;Sunday;5750
941;Monday;8868
941;Tuesday;7040
941;Wednesday;8583
941;Thursday;8295
941;Friday;5660
941;Saturday;8397
941;Sunday;6586
942;Monday;7878
942;Tuesday;7411
942;Wednesday;5194
942;Thursday;6597
942;Friday;7353
942;Saturday;8533
942;Sunday;6249
943;Monday;8312
943;Tuesday;5352
943;Wednesday;7541
943;Thursday;7740
943;Friday;9961
943;Saturday;7634
943;Sunday;7800
944;Monday;9414
944;Tuesday;8647
944;Wednesday;6316
944;Thursday;7856
944;Friday;5933
944;Saturday;5189
944;Sunday;9627
945;Monday;6225
945;Tuesday;8666
945;Wednesday;9523
945;Thursday;6431
945;Friday;5843
945;Saturday;5503
945;Sunday;7004
946;Monday;7690
946;Tuesday;6503
946;Wednesday;9061
946;Thursday;7128
946;Friday;8003
946;Saturday;6367
946;Sunday;8864
947;Monday;8175
947;Tuesday;9832
947;Wednesday;7033
947;Thursday;9502
947;Friday;7718
947;Saturday;8740
947;Sunday;9119
948;Monday;5398
948;Tuesday;9937
948;Wednesday;6045
948;Thursday;5483
948;Friday;8942
948;Saturday;8921
948;Sunday;8296
949;Monday;7403
949;Tuesday;6650
949;Wednesday;5431
949;Thursday;6866
949;Friday;6461
949;Saturday;8471
949;Sunday;9570
950;Monday;6046
950;Tuesday;9686
950;Wednesday;8966
950;Thursday;6802
950;Friday;8691
950;Saturday;5417
950;Sunday;8842
951;Monday;7244
951;Tuesday;9700
951;Wednesday;5270
951;Thursday;9777
951;Friday;6139
951;Saturday;9113
951;Sunday;5539
952;Monday;7273
952;Tuesday;8674
952;Wednesday;7229
952;Thursday;9066
952;Friday;5001
952;Saturday;5907
952;Sunday;8941
953;Monday;9420
953;Tuesday;7833
953;Wednesday;8837
953;Thursday;5683
953;Friday;9177
953;Saturday;7194
953;Sunday;9905
954;Monday;9850
954;Tuesday;8555
954;Wednesday;5069
954;Thursday;5408
954;Friday;8060
954;Saturday;7017
954;Sunday;5096
955;Monday;5024
955;Tuesday;5449
955;Wednesday;8157
955;Thursday;9701
955;Friday;6512
955;Saturday;6962
955;Sunday;9311
956;Monday;6613
956;Tuesday;6091
956;Wednesday;8656
956;Thursday;6195
956;Friday;9052
956;Saturday;8394
956;Sunday;9864
957;Monday;7215
957;Tuesday;9546
957;Wednesday;6179
957;Thursday;5473
957;Friday;5454
957;Saturday;8813
957;Sunday;6869
958;Monday;7992
958;Tuesday;7965
958;Wednesday;8859
958;Thursday;7305
958;Friday;9655
958;Saturday;7386
958;Sunday;8142
959;Monday;6854
959;Tuesday;8405
959;Wednesday;9691
959;Thursday;6938
959;Friday;7165
959;Saturday;7304
959;Sunday;9734
960;Monday;8963
960;Tuesday;9302
960;Wednesday;5629
960;Thursday;9188
960;Friday;5731
960;Saturday;8822
960;Sunday;5281
961;Monday;9066
961;Tuesday;6833
961;Wednesday;6795
961;Thursday;8740
961;Friday;6383
961;Saturday;9567
961;Sunday;6611
962;Monday;8731
962;Tuesday;5842
962;Wednesday;9344
962;Thursday;5949
962;Friday;8006
962;Saturday;8034
962;Sunday;7290
963;Monday;8752
963;Tuesday;9587
963;Wednesday;5427
963;Thursday;5254
963;Friday;7965
963;Saturday;9334
963;Sunday;5039
964;Monday;6221
964;Tuesday;5830
964;Wednesday;9283
964;Thursday;8607
964;Friday;8870
964;Saturday;8478
964;Sunday;6597
965;Monday;5042
965;Tuesday;7269
965;Wednesday;7621
965;Thursday;5937
965;Friday;9021
965;Saturday;9006
965;Sunday;7898
966;Monday;7911
966;Tuesday;5243
966;Wednesday;5689
966;Thursday;6227
966;Friday;8506
966;Saturday;7554
966;Sunday;7638
967;Monday;9737
967;Tuesday;6832
967;Wednesday;7606
967;Thursday;6609
967;Friday;8386
967;Saturday;9628
967;Sunday;8244
968;Monday;7149
968;Tuesday;6605
968;Wednesday;6780
968;Thursday;9833
968;Friday;7576
968;Saturday;5740
968;Sunday;7220
969;Monday;9145
969;Tuesday;8495
969;Wednesday;8796
969;Thursday;5880
969;Friday;6440
969;Saturday;5439
969;Sunday;6861
970;Monday;8734
970;Tuesday;6776
970;Wednesday;7154
970;Thursday;7798
970;Friday;7139
970;Saturday;7353
970;Sunday;5180
971;Monday;5351
971;Tuesday;7520
971;Wednesday;6442
971;Thursday;8725
971;Friday;5352
971;Saturday;5418
971;Sunday;5240
972;Monday;5949
972;Tuesday;5613
972;Wednesday;8329
972;Thursday;9904
972;Friday;7315
972;Saturday;8062
972;Sunday;7795
973;Monday;5009
973;Tuesday;6175
973;Wednesday;5615
973;Thursday;5938
973;Friday;9731
973;Saturday;8788
973;Sunday;9552
974;Monday;5070
974;Tuesday;5791
974;Wednesday;9937
974;Thursday;6456
974;Friday;8335
974;Saturday;8219
974;Sunday;9516
975;Monday;9140
975;Tuesday;8663
975;Wednesday;5396
975;Thursday;6419
975;Friday;9430
975;Saturday;9965
975;Sunday;6577
976;Monday;9914
976;Tuesday;5644
976;Wednesday;9360
976;Thursday;6735
976;Friday;7617
976;Saturday;8855
976;Sunday;9848
977;Monday;6176
977;Tuesday;5623
977;Wednesday;7419
977;Thursday;7204
977;Friday;7745
977;Saturday;6639
977;Sunday;7757
978;Monday;6139
978;Tuesday;5325
978;Wednesday;9547
978;Thursday;9927
978;Friday;8152
978;Saturday;5050
978;Sunday;6139
979;Monday;6958
979;Tuesday;6873
979;Wednesday;9208
979;Thursday;8658
979;Friday;8102
979;Saturday;8852
979;Sunday;5960
980;Monday;6755
980;Tuesday;6330
980;Wednesday;8224
980;Thursday;8321
980;Friday;6693
980;Saturday;8117
980;Sunday;8608
981;Monday;9310
981;Tuesday;5238
981;Wednesday;5592
981;Thursday;9764
981;Friday;5774
981;Saturday;9730
981;Sunday;9552
982;Monday;5905
982;Tuesday;8292
982;Wednesday;5151
982;Thursday;6727
982;Friday;5464
982;Saturday;5173
982;Sunday;9735
983;Monday;7608
983;Tuesday;6955
983;Wednesday;8333
983;Thursday;6341
983;Friday;7113
983;Saturday;9940
983;Sunday;8516
984;Monday;7028
984;Tuesday;7635
984;Wednesday;6566
984;Thursday;6553
984;Friday;5328
984;Saturday;8573
984;Sunday;7392
985;Monday;7869
985;Tuesday;9830
985;Wednesday;9637
985;Thursday;5659
985;Friday;5991
985;Saturday;8412
985;Sunday;7954
986;Monday;6058
986;Tuesday;7191
986;Wednesday;6574
986;Thursday;5222
986;Friday;7540
986;Saturday;5026
986;Sunday;6751
987;Monday;5404
987;Tuesday;7639
987;Wednesday;7270
987;Thursday;6652
987;Friday;5154
987;Saturday;7165
987;Sunday;6082
988;Monday;7967
988;Tuesday;7249
988;Wednesday;6346
988;Thursday;8652
988;Friday;5948
988;Saturday;8517
988;Sunday;9298
989;Monday;5375
989;Tuesday;8727
989;Wednesday;6554
989;Thursday;6170
989;Friday;8048
989;Saturday;9907
989;Sunday;8135
990;Monday;7020
990;Tuesday;5847
990;Wednesday;6731
990;Thursday;5861
990;Friday;6856
990;Saturday;9269
990;Sunday;9341
991;Monday;6750
991;Tuesday;9580
991;Wednesday;5759
991;Thursday;6533
991;Friday;6641
991;Saturday;6655
991;Sunday;7209
992;Monday;6514
992;Tuesday;9050
992;Wednesday;6933
992;Thursday;7889
992;Friday;5611
992;Saturday;5973
992;Sunday;8833
993;Monday;5766
993;Tuesday;7948
993;Wednesday;7743
993;Thursday;6040
993;Friday;5036
993;Saturday;6645
993;Sunday;5958
994;Monday;9254
994;Tuesday;8741
994;Wednesday;7309
994;Thursday;8737
994;Friday;7365
994;Saturday;8282
994;Sunday;8155
995;Monday;8578
995;Tuesday;5845
995;Wednesday;6828
995;Thursday;6259
995;Friday;6085
995;Saturday;8155
995;Sunday;9079
996;Monday;7030
996;Tuesday;8163
996;Wednesday;5566
996;Thursday;9913
996;Friday;8274
996;Saturday;8142
996;Sunday;7922
997;Monday;9940
997;Tuesday;9177
997;Wednesday;6878
997;Thursday;8914
997;Friday;8132
997;Saturday;5870
997;Sunday;6054
998;Monday;6773
998;Tuesday;5732
998;Wednesday;8708
998;Thursday;5586
998;Friday;6516
998;Saturday;7557
998;Sunday;6211
999;Monday;5905
999;Tuesday;6177
999;Wednesday;9045
999;Thursday;6717
999;Friday;5955
999;Saturday;5218
